reco_train.thisRepN,reco_train.thisTrialN,reco_train.thisN,reco_train.thisIndex,anec,rotation_pika,rotation_E_T,rotation_DP,rotation_Sam,rotation_Hamtaro,rotation_R2D2,fichier,Welcome_text.started,Instructions_1.started,key_resp.started,Instructions_2.started,Instructions_1.stopped,key_resp.keys,key_resp.rt,blank1.started,anecdotes_2.started,blank_2.started,anecdotes_2.stopped,blank_2.stopped,feedback_phrase_2.started,feedback_fichier_train_2.started,feedback_phrase_2.stopped,feedback_fichier_train_2.stopped,anecdotes_1.started,blank.started,anecdotes_1.stopped,feedback_phrase.started,feedback_fichier_train_1.started,blank.stopped,feedback_phrase.stopped,feedback_fichier_train_1.stopped,anecdotes_3.started,blank_3.started,anecdotes_3.stopped,blank_3.stopped,feedback_phrase_3.started,feedback_fichier_train_3.started,feedback_phrase_3.stopped,feedback_fichier_train_3.stopped,anecdotes_4.started,blank_4.started,anecdotes_4.stopped,blank_4.stopped,feedback_phrase_4.started,feedback_fichier_train_4.started,feedback_phrase_4.stopped,feedback_fichier_train_4.stopped,anecdotes_5.started,blank_5.started,anecdotes_5.stopped,feedback_phrase_5.started,feedback_fichier_train_5.started,blank_5.stopped,feedback_phrase_5.stopped,feedback_fichier_train_5.stopped,anecdotes_6.started,train_text.started,blank_6.started,anecdotes_6.stopped,train_text.stopped,feedback_phrase_6.started,feedback_fichier_train_6.started,blank_6.stopped,feedback_phrase_6.stopped,feedback_fichier_train_6.stopped,train_text.text,Instructions_reco_1.started,instructions_reco_key.started,instructions_reco_key.keys,instructions_reco_key.rt,anecdotes_train_2.started,reco_text_train.started,validation_train_reco.started,mouse_reco_train.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,79.8465668000008,82.85998000000109,84.84109949999947,92.8342735999995,92.86663150000095,i,19.02361050000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2023-03-06_19h29.21.214,Train_deepblue,2022.2.5,59.31377520901011,
,,,,,,,,,,,,,,,,,,,197.88473069999964,104.90208809999967,114.87471399999959,114.90790379999999,115.3742985000008,115.3742985000008,115.3742985000008,120.38540920000014,120.38540920000014,120.38540920000014,130.37484190000032,130.39117960000112,130.87422379999953,130.87422379999953,130.89073389999976,135.88539339999988,135.88539339999988,135.88539339999988,145.8744913999999,145.89110450000044,146.37417300000016,146.37417300000016,146.37417300000016,151.38510889999998,151.38510889999998,151.38510889999998,161.37451040000087,161.3909523000002,161.87387710000075,161.87387710000075,161.87387710000075,166.88533300000017,166.88533300000017,166.88533300000017,176.87454980000075,176.8907266999995,177.37380230000053,177.37380230000053,177.39062999999987,182.40055659999962,182.40055659999962,182.40055659999962,182.40055659999962,192.37474570000086,192.40769200000068,192.40769200000068,192.87374850000015,192.87374850000015,192.89030889999958,197.88473069999964,197.88473069999964,Le diamètre du soleil diminue d'un metre par heure,198.90252970000074,200.88367930000095,i,6.833618799999385,,,,,0,001,2023-03-06_19h29.21.214,Train_deepblue,2022.2.5,59.31377520901011,
,,,,,,,,,,,,,,,,,,,207.74063670000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.80634360000113,208.80634360000113,208.80634360000113,0.05703709999943385,,,,,,,
