reco_train.thisRepN,reco_train.thisTrialN,reco_train.thisN,reco_train.thisIndex,anec,rotation_pika,rotation_E_T,rotation_DP,rotation_Sam,rotation_Hamtaro,rotation_R2D2,fichier,Welcome_text.started,Instructions_1.started,key_resp.started,Instructions_2.started,Instructions_1.stopped,key_resp.keys,key_resp.rt,blank1.started,blank1.stopped,anecdotes_1.started,train_text.started,blank.started,anecdotes_1.stopped,train_text.stopped,feedback_phrase.started,feedback_fichier_train_1.started,blank.stopped,feedback_phrase.stopped,feedback_fichier_train_1.stopped,train_text.text,anecdotes_2.started,blank_2.started,anecdotes_2.stopped,feedback_phrase_2.started,feedback_fichier_train_2.started,blank_2.stopped,feedback_phrase_2.stopped,feedback_fichier_train_2.stopped,anecdotes_3.started,blank_3.started,anecdotes_3.stopped,blank_3.stopped,feedback_phrase_3.started,feedback_fichier_train_3.started,feedback_phrase_3.stopped,feedback_fichier_train_3.stopped,anecdotes_4.started,blank_4.started,anecdotes_4.stopped,feedback_phrase_4.started,feedback_fichier_train_4.started,blank_4.stopped,feedback_phrase_4.stopped,feedback_fichier_train_4.stopped,anecdotes_5.started,blank_5.started,anecdotes_5.stopped,blank_5.stopped,feedback_phrase_5.started,feedback_fichier_train_5.started,feedback_phrase_5.stopped,feedback_fichier_train_5.stopped,anecdotes_6.started,blank_6.started,anecdotes_6.stopped,feedback_phrase_6.started,feedback_fichier_train_6.started,blank_6.stopped,feedback_phrase_6.stopped,feedback_fichier_train_6.stopped,Instructions_reco_1.started,instructions_reco_key.started,instructions_reco_key.keys,instructions_reco_key.rt,anecdotes_train_2.started,reco_text_train.started,validation_train_reco.started,mouse_reco_train.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,17.935526500004926,20.95057080000697,22.94879480000236,30.939742000002298,30.9589377999946,i,392.45850860000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2023-03-03_13h11.20.823,Train_pikachu,2022.2.5,59.668790473900785,
,,,,,,,,,,,,,,,,,,,509.47090529999696,416.4868814000074,416.4868814000074,416.4868814000074,426.47727279999526,426.4946099999943,426.4946099999943,426.96215560000564,426.96215560000564,426.99365649999527,431.97178970000823,431.97178970000823,Une voiture a 4 roues,431.97178970000823,441.96362090000184,441.98215690000507,442.4619878999947,442.4619878999947,442.47907020000275,447.4845151000045,447.4845151000045,447.4845151000045,457.46192169999995,457.4937371999986,457.9623889000068,457.9623889000068,457.9623889000068,462.98549659999844,462.98549659999844,462.98549659999844,472.97906100000546,472.9973331000074,473.4634128000034,473.4634128000034,473.4922793000005,478.4711759000056,478.4711759000056,478.4711759000056,488.4633099000057,488.493925200004,488.9734979000059,488.9734979000059,488.9734979000059,493.98505440000736,493.98505440000736,493.98505440000736,503.9625573999947,504.01709039999696,504.4624608000013,504.4624608000013,504.47687070000393,509.47090529999696,509.47090529999696,510.4892347999994,512.472620200002,i,39.3654583000025,,,,,0,001,2023-03-03_13h11.20.823,Train_pikachu,2022.2.5,59.668790473900785,
,,,,,,,,,,,,,,,,,,,551.8756789000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9235334999976,552.9235334999976,552.9235334999976,0.0510091000032844,,,,,,,
