anecdotes,fichier,anecdotes_reco,boucle_tâche.thisRepN,boucle_tâche.thisTrialN,boucle_tâche.thisN,boucle_tâche.thisIndex,boucle_reco.thisRepN,boucle_reco.thisTrialN,boucle_reco.thisN,boucle_reco.thisIndex,textWelcome.started,textWelcome.stopped,Instructions.started,key_resp.started,key_resp.keys,key_resp.rt,Anecdotes.started,tache_text.started,Validation_button.started,mouse_click.started,tache_text.text,mouse_click.x,mouse_click.y,mouse_click.leftButton,mouse_click.midButton,mouse_click.rightButton,mouse_click.time,mouse_click.clicked_name,feedbacktext.started,feedback_fichier_train.started,feedbacktext.stopped,feedback_fichier_train.stopped,text.started,text.stopped,waiting_screen.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,blank.started,blank.stopped,text_3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Anecdotes_reco.started,reco_text.started,validation_reco.started,mouse_reco.started,reco_text.text,mouse_reco.x,mouse_reco.y,mouse_reco.leftButton,mouse_reco.midButton,mouse_reco.rightButton,mouse_reco.time,mouse_reco.clicked_name,text_2.started,end.started,end.keys,end.rt,participant,session,date,expName,psychopyVersion,frameRate,
Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,NOMS,Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,,,,,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.0024547000066,2244.502517200017,,,,,2239.303057399986,2239.303057399986,2239.303057399986,0.007605799997691065,items,[-0.006481481481481481],[-0.3925925925925926],[1],[0],[0],[4.690658500010613],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Le cœur d’une crevette est dans sa tête  ,POINTS,Le cœur d’une crevette est dans sa tête  ,,,,,0,23,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.5860512999934,2249.0862861999776,,,,,2244.502517200017,2244.502517200017,2244.502517200017,0.006653800024650991,faits,[-0.012962962962962963],[-0.4027777777777778],[1],[0],[0],[4.075817200005986],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Les concerts Live 8 ont pris place dans les pays du G8 et en Afrique du Sud en juillet 2005 ,NOMS,Les concerts Live 8 ont pris place dans les pays du G8 et en Afrique du Sud en juillet 2005 ,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280.41949890001,2280.9198544999817,,,,,2249.0862861999776,2249.0862861999776,2249.0862861999776,0.007677999965380877,infos,[-0.017592592592592594],[-0.40925925925925927],[1],[0],[0],[31.32504800002789],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,DONNEES,La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,,,,,0,25,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.186284800002,2288.6932161999866,,,,,2280.9198544999817,2280.9198544999817,2280.9198544999817,0.007357200025580823,items,[-0.017592592592592594],[-0.40925925925925927],[1],[0],[0],[7.2574760999996215],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
L’œil d’une autruche est plus gros que son cerveau  ,ITEMS,L’œil d’une autruche est plus gros que son cerveau  ,,,,,0,26,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.0862300000153,2294.5928398999968,,,,,2288.6932161999866,2288.6932161999866,2288.6932161999866,0.013590399990789592,faits,"[-0.008333333333333333, 0.025925925925925925]","[-0.412962962962963, -0.4]","[1, 1]","[0, 0]","[0, 0]","[4.201705200015567, 5.385184700018726]",['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Le tsunami dévastateur en Asie s’est produit en décembre 2004 ,FAITS,Le tsunami dévastateur en Asie s’est produit en décembre 2004 ,,,,,0,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.2526081000105,2303.752901699976,,,,,2294.5928398999968,2294.5928398999968,2294.5928398999968,0.011862799990922213,faits,[-0.000925925925925926],[-0.39351851851851855],[1],[0],[0],[8.654233899957035],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,INFOS,La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,,,,,0,28,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.8194211999653,2314.3245982999797,,,,,2303.752901699976,2303.752901699976,2303.752901699976,0.006987000000663102,points,"[-0.018518518518518517, -0.024074074074074074]","[-0.4148148148148148, -0.38981481481481484]","[1, 1]","[0, 0]","[0, 0]","[9.52432950004004, 10.05777549999766]",['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Les oiseaux bleus ne peuvent pas voir la couleur bleue  ,FAITS,Les oiseaux bleus ne peuvent pas voir la couleur bleue  ,,,,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320.636158499983,2321.14098929998,,,,,2314.3245982999797,2314.3245982999797,2314.3245982999797,0.011309700028505176,items,[-0.022222222222222223],[-0.3990740740740741],[1],[0],[0],[6.303929399990011],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Il y a eu 25 présidents Français ,DONNEES,Il y a eu 25 présidents Français ,,,,,0,30,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325.152967699978,2325.6637907999684,,,,,2321.14098929998,2321.14098929998,2321.14098929998,0.009867699991445988,faits,[0.009259259259259259],[-0.39166666666666666],[1],[0],[0],[4.004836499982048],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
Le Groenland est l’île la plus grande du monde par sa superficie  ,FAITS,Le Groenland est l’île la plus grande du monde par sa superficie  ,,,,,0,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335.6861986999866,2336.186564499978,,,,,2325.6637907999684,2325.6637907999684,2325.6637907999684,0.01767969998763874,infos,[0.005555555555555556],[-0.4111111111111111],[1],[0],[0],[10.016425499983598],['validation_reco'],,,,,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.186564499978,2336.186564499978,i,469.41627320001135,MC6,002,2023-03-20_10h54.35.646,Expérimentation1_SOLO,2022.2.5,60.10894145280477,
