anecdotes,fichier,anecdotes_reco,boucle_tâche.thisRepN,boucle_tâche.thisTrialN,boucle_tâche.thisN,boucle_tâche.thisIndex,boucle_reco.thisRepN,boucle_reco.thisTrialN,boucle_reco.thisN,boucle_reco.thisIndex,textWelcome.started,Instructions.started,textWelcome.stopped,key_resp.started,key_resp.keys,key_resp.rt,Anecdotes.started,tache_text.started,Validation_button.started,mouse_click.started,tache_text.text,mouse_click.x,mouse_click.y,mouse_click.leftButton,mouse_click.midButton,mouse_click.rightButton,mouse_click.time,mouse_click.clicked_name,feedbacktext.started,feedback_fichier_train.started,feedbacktext.stopped,feedback_fichier_train.stopped,text.started,text.stopped,waiting_screen.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,blank.started,blank.stopped,text_3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Anecdotes_reco.started,reco_text.started,validation_reco.started,mouse_reco.started,reco_text.text,mouse_reco.x,mouse_reco.y,mouse_reco.leftButton,mouse_reco.midButton,mouse_reco.rightButton,mouse_reco.time,mouse_reco.clicked_name,text_2.started,end.started,end.keys,end.rt,participant,session,date,expName,psychopyVersion,frameRate,
"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque.",NOMS,"Tout comme l’empreinte digitale, le cœur est propre à chaque individu et on peut l’identifier grâce à sa signature cardiaque.",,,,,0,23,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506.048520799959,2506.548821899807,,,,,2477.3640983998775,2477.3640983998775,2477.3640983998775,0.0222032000310719,faits,[-0.011111111111111112],[-0.3907407407407407],[1],[0],[0],[28.677845699945465],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
La cacahuète est l’un des ingrédients de la dynamite. ,POINTS,La cacahuète est l’un des ingrédients de la dynamite. ,,,,,0,24,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.1146292998455,2516.628828599816,,,,,2506.548821899807,2506.548821899807,2506.548821899807,0.008107399800792336,items,[0.017592592592592594],[-0.4],[1],[0],[0],[9.557086499873549],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
La Corée du Nord a annoncé avoir conduit un test nucléaire avec succès en octobre 2006. ,ITEMS,La Corée du Nord a annoncé avoir conduit un test nucléaire avec succès en octobre 2006. ,,,,,0,25,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.795497499872,2529.312004999956,,,,,2516.628828599816,2516.628828599816,2516.628828599816,0.017322300001978874,infos,[0.008333333333333333],[-0.4009259259259259],[1],[0],[0],[12.161496000131592],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald. ,NOMS,Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald. ,,,,,0,26,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535.64525039983,2536.1619874997996,,,,,2529.312004999956,2529.312004999956,2529.312004999956,0.019359000027179718,infos,[0.008333333333333333],[-0.4009259259259259],[1],[0],[0],[6.329921099822968],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
Une vache produit environ 200 000 bouteilles de lait dans sa vie. ,FAITS,Une vache produit environ 200 000 bouteilles de lait dans sa vie. ,,,,,0,27,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.1286996998824,2547.62854960002,,,,,2536.1619874997996,2536.1619874997996,2536.1619874997996,0.01598950009793043,donnes,[0.008333333333333333],[-0.4009259259259259],[1],[0],[0],[10.965208400040865],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
Les élastiques sont plus longs quand ils sont très froids/réfrigérés.,INFOS,Les élastiques sont plus longs quand ils sont très froids/réfrigérés.,,,,,0,28,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562.011665799888,2562.528369499836,,,,,2547.62854960002,2547.62854960002,2547.62854960002,0.008093300042673945,faits,[0.008333333333333333],[-0.40185185185185185],[1],[0],[0],[14.373103899881244],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
La pyramide de Gizé est la seule des 7 merveilles de l’ancien monde qui existe toujours.,ITEMS,La pyramide de Gizé est la seule des 7 merveilles de l’ancien monde qui existe toujours.,,,,,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.478429199895,2570.994965699967,,,,,2562.528369499836,2562.528369499836,2562.528369499836,0.02033500000834465,donnes,[0.008333333333333333],[-0.40185185185185185],[1],[0],[0],[7.945572099881247],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
Les frites sont originaires de France et non de Belgique,INFOS,Les frites sont originaires de France et non de Belgique,,,,,0,30,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578.4115813998505,2578.9448354998603,,,,,2570.994965699967,2570.994965699967,2570.994965699967,0.013624300016090274,faits,[0.013888888888888888],[-0.40185185185185185],[1],[0],[0],[7.417763900011778],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,DONNEES,La navette Spatiale Columbia s’est désintégrée durant son entrée dans l’atmosphère au-dessus du Texas en février 2003 ,,,,,0,31,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.3278551998083,2590.828493699897,,,,,2578.9448354998603,2578.9448354998603,2578.9448354998603,0.024982999777421355,items,[0.017592592592592594],[-0.4064814814814815],[1],[0],[0],[11.389901699963957],['validation_reco'],,,,,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.828493699897,2590.828493699897,i,90.30450089997612,MG2,001,2023-03-17_11h05.34.426,Expérimentation1_SOLO,2022.2.5,59.97681302492252,
