anecdotes,fichier,anecdotes_reco,boucle_tâche.thisRepN,boucle_tâche.thisTrialN,boucle_tâche.thisN,boucle_tâche.thisIndex,boucle_reco.thisRepN,boucle_reco.thisTrialN,boucle_reco.thisN,boucle_reco.thisIndex,textWelcome.started,Instructions.started,textWelcome.stopped,key_resp.started,key_resp.keys,key_resp.rt,Anecdotes.started,tache_text.started,Validation_button.started,mouse_click.started,tache_text.text,mouse_click.x,mouse_click.y,mouse_click.leftButton,mouse_click.midButton,mouse_click.rightButton,mouse_click.time,mouse_click.clicked_name,feedbacktext.started,feedback_fichier_train.started,feedbacktext.stopped,feedback_fichier_train.stopped,text.started,text.stopped,waiting_screen.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,blank.started,blank.stopped,text_3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,Anecdotes_reco.started,reco_text.started,validation_reco.started,mouse_reco.started,reco_text.text,mouse_reco.x,mouse_reco.y,mouse_reco.leftButton,mouse_reco.midButton,mouse_reco.rightButton,mouse_reco.time,mouse_reco.clicked_name,text_2.started,end.started,end.keys,end.rt,participant,session,date,expName,psychopyVersion,frameRate,
L’indicatif téléphonique international de l’Antarctique est 672 ,INFOS,L’indicatif téléphonique international de l’Antarctique est 672 ,,,,,0,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.6239888,1765.1283077999997,,,,,1755.8655965999997,1755.8655965999997,1755.8655965999997,0.013682800000424322,Item,[-0.025925925925925925],[-0.3990740740740741],[1],[0],[0],[8.751094100000046],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
Le cœur d’une crevette est dans sa tête  ,POINTS,Le cœur d’une crevette est dans sa tête  ,,,,,0,21,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.3575505,1770.8576826999997,,,,,1765.1283077999997,1765.1283077999997,1765.1283077999997,0.010431100000459992,point,[-0.022222222222222223],[-0.40185185185185185],[1],[0],[0],[5.222567199999503],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,POINTS,Les séparatistes Tchéchènes du Sud de la Russie ont pris en otage une école en septembre 2004 ,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.5075250999998,1777.0119117000004,,,,,1770.8576826999997,1770.8576826999997,1770.8576826999997,0.0074915999994118465,Noms,[-0.021296296296296296],[-0.4027777777777778],[1],[0],[0],[5.641127300000335],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
L’Himalaya continue de grandir en raison des collisions des plaques tectoniques ,ITEMS,L’Himalaya continue de grandir en raison des collisions des plaques tectoniques ,,,,,0,23,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.9242170999996,1785.4311514,,,,,1777.0119117000004,1777.0119117000004,1777.0119117000004,0.010445199999594479,Nom,[-0.021296296296296296],[-0.4027777777777778],[1],[0],[0],[7.904172800000197],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,INFOS,La raie manta peut atteindre 9 mètres de long pour environ 2 tonnes ,,,,,0,24,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.4408897000003,1792.9408187999998,,,,,1785.4311514,1785.4311514,1785.4311514,0.012787500000740692,Point,[-0.028703703703703703],[-0.3962962962962963],[1],[0],[0],[7.00238679999984],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
Le Groenland est l’île la plus grande du monde par sa superficie  ,FAITS,Le Groenland est l’île la plus grande du monde par sa superficie  ,,,,,0,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.4574462,1802.9576770000003,,,,,1792.9408187999998,1792.9408187999998,1792.9408187999998,0.008281399999759742,Nom,[0.023148148148148147],[-0.40370370370370373],[1],[0],[0],[9.506737599999724],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
La carte de visite d’Al Capone indiquait qu’il était vendeur de meuble d’occasion ,INFOS,La carte de visite d’Al Capone indiquait qu’il était vendeur de meuble d’occasion ,,,,,0,26,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.0576769999998,1814.5639884000002,,,,,1802.9576770000003,1802.9576770000003,1802.9576770000003,0.008766500000092492,Fait,[0.023148148148148147],[-0.40370370370370373],[1],[0],[0],[11.089621099999931],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
La plus longue composition classique prendrait 639 ans à être interprétée  ,POINTS,La plus longue composition classique prendrait 639 ans à être interprétée  ,,,,,0,27,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.9574832999997,1823.4667981000002,,,,,1814.5639884000002,1814.5639884000002,1814.5639884000002,0.013718799999878684,Fait,[0.014814814814814815],[-0.4],[1],[0],[0],[8.386136299999635],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
Les élastiques sont plus longs quand ils sont très froids/réfrigérés ,INFOS,Les élastiques sont plus longs quand ils sont très froids/réfrigérés ,,,,,0,28,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.7575172999996,1830.2699523,,,,,1823.4667981000002,1823.4667981000002,1823.4667981000002,0.01449140000022453,fait,[0.014814814814814815],[-0.4],[1],[0],[0],[6.282734700000219],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
"Seulement 2 pays touchent 3 océans, les Etats-Unis et le Canada",FAITS,"Seulement 2 pays touchent 3 océans, les Etats-Unis et le Canada",,,,,0,29,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.4411195000002,1842.9464429,,,,,1830.2699523,1830.2699523,1830.2699523,0.017654199999924458,donnés,[0.014814814814814815],[-0.4],[1],[0],[0],[12.164340300000731],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
L’écriture chinoise comprend plus de 40 000 caractères  ,NOMS,L’écriture chinoise comprend plus de 40 000 caractères  ,,,,,0,30,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.9575447999996,1847.4656610000002,,,,,1842.9464429,1842.9464429,1842.9464429,0.0111575000000812,Nom,[0.016666666666666666],[-0.4009259259259259],[1],[0],[0],[4.003463000000011],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,NOMS,Il y a en moyenne 178 graines de sésames sur le pain du Big Mac de McDonald  ,,,,,0,31,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.2408985000002,1856.7413827,,,,,1847.4656610000002,1847.4656610000002,1847.4656610000002,0.013772300000709947,données,[0.016666666666666666],[-0.40370370370370373],[1],[0],[0],[8.767948400000023],['validation_reco'],,,,,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.7413827,1856.7413827,i,9.815048299999944,ED3,001,2023-03-17_11h41.47.922,Expérimentation1_SOLO,2022.2.5,60.0084491895809,
